"","Region","Site","Year","Zone","Taxon","ID","IDsite","x","Points"
"451","GBR","1. North Reef","2011","7-15m","Digitate Acropora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.8,3
"452","GBR","1. North Reef","2011","7-15m","Diploastrea","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.4,3
"453","GBR","1. North Reef","2011","7-15m","Echinopora","2011.1. North Reef.7-15m","1. North Reef.7-15m",1,3
"454","GBR","1. North Reef","2011","7-15m","Fungiidae","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"455","GBR","1. North Reef","2011","7-15m","Galaxea","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"456","GBR","1. North Reef","2011","7-15m","Goniastrea","2011.1. North Reef.7-15m","1. North Reef.7-15m",1.4,3
"457","GBR","1. North Reef","2011","7-15m","Goniopora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.2,3
"458","GBR","1. North Reef","2011","7-15m","Hydnophora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.2,3
"459","GBR","1. North Reef","2011","7-15m","Isopora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"460","GBR","1. North Reef","2011","7-15m","Massive Porites","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.8,3
"461","GBR","1. North Reef","2011","7-15m","Merulina","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.2,3
"462","GBR","1. North Reef","2011","7-15m","Montipora","2011.1. North Reef.7-15m","1. North Reef.7-15m",2,3
"463","GBR","1. North Reef","2011","7-15m","Mussidae","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"464","GBR","1. North Reef","2011","7-15m","Other Agariciidae","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"465","GBR","1. North Reef","2011","7-15m","Other Faviidae","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.6,3
"466","GBR","1. North Reef","2011","7-15m","Other Pocillopora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.6,3
"467","GBR","1. North Reef","2011","7-15m","Pavona","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"468","GBR","1. North Reef","2011","7-15m","Pectiniidae","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"469","GBR","1. North Reef","2011","7-15m","Pocillopora damicornis","2011.1. North Reef.7-15m","1. North Reef.7-15m",2.8,3
"470","GBR","1. North Reef","2011","7-15m","Psammocora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"471","GBR","1. North Reef","2011","7-15m","Scolymia","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"472","GBR","1. North Reef","2011","7-15m","Seriatopora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0,3
"473","GBR","1. North Reef","2011","7-15m","Staghorn Acropora","2011.1. North Reef.7-15m","1. North Reef.7-15m",5.2,3
"474","GBR","1. North Reef","2011","7-15m","Stylophora","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.4,3
"475","GBR","1. North Reef","2011","7-15m","Tabular Acropora","2011.1. North Reef.7-15m","1. North Reef.7-15m",9,3
"476","GBR","1. North Reef","2011","7-15m","Turbinaria","2011.1. North Reef.7-15m","1. North Reef.7-15m",0.2,3
"505","Jamaica","Rio Bueno","1977","1-7m","Acropora palmata","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",11.9,1
"506","Jamaica","Rio Bueno","1977","1-7m","Agaricia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",3.64,1
"507","Jamaica","Rio Bueno","1977","1-7m","Colpophyllia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",3.28,1
"508","Jamaica","Rio Bueno","1977","1-7m","Dichocoenia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0,1
"509","Jamaica","Rio Bueno","1977","1-7m","Favia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0,1
"510","Jamaica","Rio Bueno","1977","1-7m","Helioseris","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0.04,1
"511","Jamaica","Rio Bueno","1977","1-7m","Isophyllia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0,1
"512","Jamaica","Rio Bueno","1977","1-7m","Madracis","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",4.24,1
"513","Jamaica","Rio Bueno","1977","1-7m","Montastrea cavernosa","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",1.04,1
"514","Jamaica","Rio Bueno","1977","1-7m","Mycetophyllia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0,1
"515","Jamaica","Rio Bueno","1977","1-7m","Orbicella","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",1.42,1
"516","Jamaica","Rio Bueno","1977","1-7m","Other Faviidae","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0.87,1
"517","Jamaica","Rio Bueno","1977","1-7m","Porites astreoides","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",4.15,1
"518","Jamaica","Rio Bueno","1977","1-7m","Porites furcata","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",8.14,1
"519","Jamaica","Rio Bueno","1977","1-7m","Scolymia","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0,1
"520","Jamaica","Rio Bueno","1977","1-7m","Siderastrea","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",0.08,1
"521","Jamaica","Rio Bueno","1977","1-7m","Staghorn Acropora","1977.Rio Bueno.1-7m","Rio Bueno.1-7m",17.82,1
"743","Jamaica","Rio Bueno","1993","1-7m","Acropora palmata","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"744","Jamaica","Rio Bueno","1993","1-7m","Agaricia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.25,2
"745","Jamaica","Rio Bueno","1993","1-7m","Colpophyllia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.44,2
"746","Jamaica","Rio Bueno","1993","1-7m","Dichocoenia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"747","Jamaica","Rio Bueno","1993","1-7m","Favia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"748","Jamaica","Rio Bueno","1993","1-7m","Helioseris","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"749","Jamaica","Rio Bueno","1993","1-7m","Isophyllia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.06,2
"750","Jamaica","Rio Bueno","1993","1-7m","Madracis","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.12,2
"751","Jamaica","Rio Bueno","1993","1-7m","Montastrea cavernosa","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.17,2
"752","Jamaica","Rio Bueno","1993","1-7m","Mycetophyllia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"753","Jamaica","Rio Bueno","1993","1-7m","Orbicella","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",2.17,2
"754","Jamaica","Rio Bueno","1993","1-7m","Other Faviidae","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.18,2
"755","Jamaica","Rio Bueno","1993","1-7m","Porites astreoides","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.93,2
"756","Jamaica","Rio Bueno","1993","1-7m","Porites furcata","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.29,2
"757","Jamaica","Rio Bueno","1993","1-7m","Scolymia","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0,2
"758","Jamaica","Rio Bueno","1993","1-7m","Siderastrea","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.18,2
"759","Jamaica","Rio Bueno","1993","1-7m","Staghorn Acropora","1993.Rio Bueno.1-7m","Rio Bueno.1-7m",0.21,2
"760","Jamaica","Rio Bueno","2013","1-7m","Acropora palmata","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"761","Jamaica","Rio Bueno","2013","1-7m","Agaricia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"762","Jamaica","Rio Bueno","2013","1-7m","Colpophyllia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0.07,3
"763","Jamaica","Rio Bueno","2013","1-7m","Dichocoenia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"764","Jamaica","Rio Bueno","2013","1-7m","Favia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"765","Jamaica","Rio Bueno","2013","1-7m","Helioseris","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"766","Jamaica","Rio Bueno","2013","1-7m","Isophyllia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"767","Jamaica","Rio Bueno","2013","1-7m","Madracis","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"768","Jamaica","Rio Bueno","2013","1-7m","Montastrea cavernosa","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"769","Jamaica","Rio Bueno","2013","1-7m","Mycetophyllia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"770","Jamaica","Rio Bueno","2013","1-7m","Orbicella","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0.07,3
"771","Jamaica","Rio Bueno","2013","1-7m","Other Faviidae","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"772","Jamaica","Rio Bueno","2013","1-7m","Porites astreoides","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",1.33,3
"773","Jamaica","Rio Bueno","2013","1-7m","Porites furcata","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"774","Jamaica","Rio Bueno","2013","1-7m","Scolymia","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"775","Jamaica","Rio Bueno","2013","1-7m","Siderastrea","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"776","Jamaica","Rio Bueno","2013","1-7m","Staghorn Acropora","2013.Rio Bueno.1-7m","Rio Bueno.1-7m",0,3
"964","Jamaica","Rio Bueno","1993","15-30m","Acropora palmata","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"965","Jamaica","Rio Bueno","1993","15-30m","Agaricia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",2.75,2
"966","Jamaica","Rio Bueno","1993","15-30m","Colpophyllia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"967","Jamaica","Rio Bueno","1993","15-30m","Dichocoenia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"968","Jamaica","Rio Bueno","1993","15-30m","Favia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"969","Jamaica","Rio Bueno","1993","15-30m","Helioseris","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.14,2
"970","Jamaica","Rio Bueno","1993","15-30m","Isophyllia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.1,2
"971","Jamaica","Rio Bueno","1993","15-30m","Madracis","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.76,2
"972","Jamaica","Rio Bueno","1993","15-30m","Montastrea cavernosa","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.16,2
"973","Jamaica","Rio Bueno","1993","15-30m","Mycetophyllia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.32,2
"974","Jamaica","Rio Bueno","1993","15-30m","Orbicella","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.23,2
"975","Jamaica","Rio Bueno","1993","15-30m","Other Faviidae","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"976","Jamaica","Rio Bueno","1993","15-30m","Porites astreoides","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.13,2
"977","Jamaica","Rio Bueno","1993","15-30m","Porites furcata","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"978","Jamaica","Rio Bueno","1993","15-30m","Scolymia","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"979","Jamaica","Rio Bueno","1993","15-30m","Siderastrea","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0.82,2
"980","Jamaica","Rio Bueno","1993","15-30m","Staghorn Acropora","1993.Rio Bueno.15-30m","Rio Bueno.15-30m",0,2
"981","Jamaica","Rio Bueno","2013","15-30m","Acropora palmata","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"982","Jamaica","Rio Bueno","2013","15-30m","Agaricia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",8.6,3
"983","Jamaica","Rio Bueno","2013","15-30m","Colpophyllia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"984","Jamaica","Rio Bueno","2013","15-30m","Dichocoenia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"985","Jamaica","Rio Bueno","2013","15-30m","Favia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"986","Jamaica","Rio Bueno","2013","15-30m","Helioseris","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",1.2,3
"987","Jamaica","Rio Bueno","2013","15-30m","Isophyllia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"988","Jamaica","Rio Bueno","2013","15-30m","Madracis","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0.2,3
"989","Jamaica","Rio Bueno","2013","15-30m","Montastrea cavernosa","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"990","Jamaica","Rio Bueno","2013","15-30m","Mycetophyllia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0.2,3
"991","Jamaica","Rio Bueno","2013","15-30m","Orbicella","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"992","Jamaica","Rio Bueno","2013","15-30m","Other Faviidae","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"993","Jamaica","Rio Bueno","2013","15-30m","Porites astreoides","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0.1,3
"994","Jamaica","Rio Bueno","2013","15-30m","Porites furcata","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"995","Jamaica","Rio Bueno","2013","15-30m","Scolymia","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"996","Jamaica","Rio Bueno","2013","15-30m","Siderastrea","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"997","Jamaica","Rio Bueno","2013","15-30m","Staghorn Acropora","2013.Rio Bueno.15-30m","Rio Bueno.15-30m",0,3
"998","Jamaica","Rio Bueno","1977","7-15m","Acropora palmata","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0,1
"999","Jamaica","Rio Bueno","1977","7-15m","Agaricia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",16.62,1
"1000","Jamaica","Rio Bueno","1977","7-15m","Colpophyllia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",1.645,1
"1001","Jamaica","Rio Bueno","1977","7-15m","Dichocoenia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0.04,1
"1002","Jamaica","Rio Bueno","1977","7-15m","Favia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0,1
"1003","Jamaica","Rio Bueno","1977","7-15m","Helioseris","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",1.645,1
"1004","Jamaica","Rio Bueno","1977","7-15m","Isophyllia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0.075,1
"1005","Jamaica","Rio Bueno","1977","7-15m","Madracis","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",13.925,1
"1006","Jamaica","Rio Bueno","1977","7-15m","Montastrea cavernosa","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",1.78,1
"1007","Jamaica","Rio Bueno","1977","7-15m","Mycetophyllia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0.2,1
"1008","Jamaica","Rio Bueno","1977","7-15m","Orbicella","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",1.765,1
"1009","Jamaica","Rio Bueno","1977","7-15m","Other Faviidae","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0.115,1
"1010","Jamaica","Rio Bueno","1977","7-15m","Porites astreoides","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",7.475,1
"1011","Jamaica","Rio Bueno","1977","7-15m","Porites furcata","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",5.41,1
"1012","Jamaica","Rio Bueno","1977","7-15m","Scolymia","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",0.035,1
"1013","Jamaica","Rio Bueno","1977","7-15m","Siderastrea","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",1.835,1
"1014","Jamaica","Rio Bueno","1977","7-15m","Staghorn Acropora","1977.Rio Bueno.7-15m","Rio Bueno.7-15m",3.115,1
"1236","Jamaica","Rio Bueno","1993","7-15m","Acropora palmata","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1237","Jamaica","Rio Bueno","1993","7-15m","Agaricia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",1.51,2
"1238","Jamaica","Rio Bueno","1993","7-15m","Colpophyllia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.26,2
"1239","Jamaica","Rio Bueno","1993","7-15m","Dichocoenia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1240","Jamaica","Rio Bueno","1993","7-15m","Favia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1241","Jamaica","Rio Bueno","1993","7-15m","Helioseris","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.55,2
"1242","Jamaica","Rio Bueno","1993","7-15m","Isophyllia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.21,2
"1243","Jamaica","Rio Bueno","1993","7-15m","Madracis","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.31,2
"1244","Jamaica","Rio Bueno","1993","7-15m","Montastrea cavernosa","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.04,2
"1245","Jamaica","Rio Bueno","1993","7-15m","Mycetophyllia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.06,2
"1246","Jamaica","Rio Bueno","1993","7-15m","Orbicella","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.93,2
"1247","Jamaica","Rio Bueno","1993","7-15m","Other Faviidae","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1248","Jamaica","Rio Bueno","1993","7-15m","Porites astreoides","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",1.11,2
"1249","Jamaica","Rio Bueno","1993","7-15m","Porites furcata","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.14,2
"1250","Jamaica","Rio Bueno","1993","7-15m","Scolymia","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1251","Jamaica","Rio Bueno","1993","7-15m","Siderastrea","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0.22,2
"1252","Jamaica","Rio Bueno","1993","7-15m","Staghorn Acropora","1993.Rio Bueno.7-15m","Rio Bueno.7-15m",0,2
"1253","Jamaica","Rio Bueno","2013","7-15m","Acropora palmata","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1254","Jamaica","Rio Bueno","2013","7-15m","Agaricia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",21.06,3
"1255","Jamaica","Rio Bueno","2013","7-15m","Colpophyllia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1256","Jamaica","Rio Bueno","2013","7-15m","Dichocoenia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1257","Jamaica","Rio Bueno","2013","7-15m","Favia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1258","Jamaica","Rio Bueno","2013","7-15m","Helioseris","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0.81,3
"1259","Jamaica","Rio Bueno","2013","7-15m","Isophyllia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1260","Jamaica","Rio Bueno","2013","7-15m","Madracis","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",3.81,3
"1261","Jamaica","Rio Bueno","2013","7-15m","Montastrea cavernosa","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1262","Jamaica","Rio Bueno","2013","7-15m","Mycetophyllia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1263","Jamaica","Rio Bueno","2013","7-15m","Orbicella","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1264","Jamaica","Rio Bueno","2013","7-15m","Other Faviidae","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0.94,3
"1265","Jamaica","Rio Bueno","2013","7-15m","Porites astreoides","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",3.19,3
"1266","Jamaica","Rio Bueno","2013","7-15m","Porites furcata","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0.69,3
"1267","Jamaica","Rio Bueno","2013","7-15m","Scolymia","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0.31,3
"1268","Jamaica","Rio Bueno","2013","7-15m","Siderastrea","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1269","Jamaica","Rio Bueno","2013","7-15m","Staghorn Acropora","2013.Rio Bueno.7-15m","Rio Bueno.7-15m",0,3
"1270","Polynesia","Tiahura","1979","1-7m","Astreopora","1979.Tiahura.1-7m","Tiahura.1-7m",0,1
"1271","Polynesia","Tiahura","1979","1-7m","Branching Porites","1979.Tiahura.1-7m","Tiahura.1-7m",3.44664466446645,1
"1272","Polynesia","Tiahura","1979","1-7m","Bushy Acropora","1979.Tiahura.1-7m","Tiahura.1-7m",3.97689768976898,1
"1273","Polynesia","Tiahura","1979","1-7m","Digitate Acropora","1979.Tiahura.1-7m","Tiahura.1-7m",1.00748074807481,1
"1274","Polynesia","Tiahura","1979","1-7m","Fungiidae","1979.Tiahura.1-7m","Tiahura.1-7m",0.742354235423542,1
"1275","Polynesia","Tiahura","1979","1-7m","Goniastrea","1979.Tiahura.1-7m","Tiahura.1-7m",0,1
"1276","Polynesia","Tiahura","1979","1-7m","Massive Porites","1979.Tiahura.1-7m","Tiahura.1-7m",19.6723872387239,1
"1277","Polynesia","Tiahura","1979","1-7m","Montipora","1979.Tiahura.1-7m","Tiahura.1-7m",5.1964796479648,1
"1278","Polynesia","Tiahura","1979","1-7m","Mussidae","1979.Tiahura.1-7m","Tiahura.1-7m",0,1
"1279","Polynesia","Tiahura","1979","1-7m","Other Agariciidae","1979.Tiahura.1-7m","Tiahura.1-7m",0,1
"1280","Polynesia","Tiahura","1979","1-7m","Other Faviidae","1979.Tiahura.1-7m","Tiahura.1-7m",0.954455445544555,1
"1281","Polynesia","Tiahura","1979","1-7m","Other Pocillopora","1979.Tiahura.1-7m","Tiahura.1-7m",3.23454345434543,1
"1282","Polynesia","Tiahura","1979","1-7m","Pavona","1979.Tiahura.1-7m","Tiahura.1-7m",0.795379537953796,1
"1283","Polynesia","Tiahura","1979","1-7m","Pocillopora damicornis","1979.Tiahura.1-7m","Tiahura.1-7m",0.106050605060506,1
"1284","Polynesia","Tiahura","1979","1-7m","Psammocora","1979.Tiahura.1-7m","Tiahura.1-7m",0.371177117711771,1
"1285","Polynesia","Tiahura","1979","1-7m","Staghorn Acropora","1979.Tiahura.1-7m","Tiahura.1-7m",4.77227722772277,1
"1286","Polynesia","Tiahura","1979","1-7m","Stylocoeniella","1979.Tiahura.1-7m","Tiahura.1-7m",0,1
"1287","Polynesia","Tiahura","1979","1-7m","Tabular Acropora","1979.Tiahura.1-7m","Tiahura.1-7m",7.42354235423542,1
"1288","Polynesia","Tiahura","1982","1-7m","Astreopora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1289","Polynesia","Tiahura","1982","1-7m","Branching Porites","1982.Tiahura.1-7m","Tiahura.1-7m",8.25,2
"1290","Polynesia","Tiahura","1982","1-7m","Bushy Acropora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1291","Polynesia","Tiahura","1982","1-7m","Digitate Acropora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1292","Polynesia","Tiahura","1982","1-7m","Fungiidae","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1293","Polynesia","Tiahura","1982","1-7m","Goniastrea","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1294","Polynesia","Tiahura","1982","1-7m","Massive Porites","1982.Tiahura.1-7m","Tiahura.1-7m",19.8351063829787,2
"1295","Polynesia","Tiahura","1982","1-7m","Montipora","1982.Tiahura.1-7m","Tiahura.1-7m",0.146276595744681,2
"1296","Polynesia","Tiahura","1982","1-7m","Mussidae","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1297","Polynesia","Tiahura","1982","1-7m","Other Agariciidae","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1298","Polynesia","Tiahura","1982","1-7m","Other Faviidae","1982.Tiahura.1-7m","Tiahura.1-7m",0.263297872340426,2
"1299","Polynesia","Tiahura","1982","1-7m","Other Pocillopora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1300","Polynesia","Tiahura","1982","1-7m","Pavona","1982.Tiahura.1-7m","Tiahura.1-7m",0.146276595744681,2
"1301","Polynesia","Tiahura","1982","1-7m","Pocillopora damicornis","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1302","Polynesia","Tiahura","1982","1-7m","Psammocora","1982.Tiahura.1-7m","Tiahura.1-7m",0.146276595744681,2
"1303","Polynesia","Tiahura","1982","1-7m","Staghorn Acropora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1304","Polynesia","Tiahura","1982","1-7m","Stylocoeniella","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1305","Polynesia","Tiahura","1982","1-7m","Tabular Acropora","1982.Tiahura.1-7m","Tiahura.1-7m",0,2
"1306","Polynesia","Tiahura","2003","1-7m","Astreopora","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1307","Polynesia","Tiahura","2003","1-7m","Branching Porites","2003.Tiahura.1-7m","Tiahura.1-7m",4.24,3
"1308","Polynesia","Tiahura","2003","1-7m","Bushy Acropora","2003.Tiahura.1-7m","Tiahura.1-7m",1.72,3
"1309","Polynesia","Tiahura","2003","1-7m","Digitate Acropora","2003.Tiahura.1-7m","Tiahura.1-7m",2.64,3
"1310","Polynesia","Tiahura","2003","1-7m","Echinopora","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1311","Polynesia","Tiahura","2003","1-7m","Fungiidae","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1312","Polynesia","Tiahura","2003","1-7m","Goniastrea","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1313","Polynesia","Tiahura","2003","1-7m","Massive Porites","2003.Tiahura.1-7m","Tiahura.1-7m",19.96,3
"1314","Polynesia","Tiahura","2003","1-7m","Montipora","2003.Tiahura.1-7m","Tiahura.1-7m",1.2,3
"1315","Polynesia","Tiahura","2003","1-7m","Mussidae","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1316","Polynesia","Tiahura","2003","1-7m","Other Agariciidae","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1317","Polynesia","Tiahura","2003","1-7m","Other Faviidae","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1318","Polynesia","Tiahura","2003","1-7m","Other Pocillopora","2003.Tiahura.1-7m","Tiahura.1-7m",15.26,3
"1319","Polynesia","Tiahura","2003","1-7m","Pachyseris","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1320","Polynesia","Tiahura","2003","1-7m","Pavona","2003.Tiahura.1-7m","Tiahura.1-7m",0,3
"1321","Polynesia","Tiahura","2003","1-7m","Pocillopora damicornis","2003.Tiahura.1-7m","Tiahura.1-7m",0.1,3
